tipo_morte;hora;bairro_ocorrencia;logradouro;genero;etnia;idade;profissao;escolaridade;instrumento_utilizado;faixa;turno
HOMICIDIO;16:10;LAGOA AZUL;R APOSTOLO TIAGO ,CONJUNTO VILMA MAIA;MASCULINO;PARDA;26;MOTOTAXISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;17:14;NOSSA SRA DA APRESENTAÇÃO;AV DAS FRONTEIRAS;MASCULINO;BRANCA;28;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;17:16;PAJUÇARA;R SANTA ELIAS, LOT.PARQUE DA FLORESTA;MASCULINO;PARDA;49;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;17:16;LAGOA SECA;R: SAO JOAO Nº 1493;MASCULINO;PARDA;54;CORRETOR DE IMOVEIS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;17:41;MÃE LUÍZA;R SAO PAULO ;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;VESPERTINO
HOMICIDIO;17:41;LAGOA NOVA;PRACA JOSE ANTONIO PEREIRA;MASCULINO;PARDA;36;NI;NI;ARMA DE FOGO;ADULTO;VESPERTINO
LESAO CORPORAL SEGUIDA DE MORTE;19:29;BOM PASTOR;R TENENTE PETRONILO SILVA;MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;19:29;CIDADE ALTA;VIA PUBLICA -BEIRA RIO -PACO DA PATRIA;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;19:29;BOM PASTOR;BARREIROS S/N;MASCULINO;NEGRA;37;AUXILIAR DE VIDRACEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:29;POTENGI;AV PAULISTANA;MASCULINO;PARDA;39;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:12;PAJUÇARA;SITIO PAJUCARA;MASCULINO;BRANCA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;19:35;FELIPE CAMARÃO;BR 226 , PROXIMO A CURVA DA MORTE;MASCULINO;BRANCA;17;MENOR SEM OCUPACAO;NI;ARMA BRANCA;ADOLESCENTE;NOTURNO
HOMICIDIO;19:54;PAJUÇARA;TV SANTA HELENA Nº 30;MASCULINO;BRANCA;21;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;19:35;NOSSA SRA DA APRESENTAÇÃO;NO BAIRRO VALE DOURADO;MASCULINO;BRANCA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;19:55;PAJUÇARA;PROXIMO AO CENTRO CLINICO DA ZONA NORTE;MASCULINO;BRANCA;24;ESTUDANTE C;ENSINO MEDIO COMPLETO;ESPANCAMENTO;ADULTO;NOTURNO
HOMICIDIO;19:55;PAJUÇARA;R DOS IMIGRANTES S/N;MASCULINO;PARDA;26;INDUSTRIARIO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:23;REDINHA;R TORRE DO MAR, EM FRENTE DA CASA Nº61 - CONJUNTO ALTO DA TORRE;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:27;FELIPE CAMARÃO;R SASSAFAZ / FELIPE CAMARAO;MASCULINO;BRANCA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;21:27;LAGOA NOVA;AV PRUDENTE DE MORAIS;MASCULINO;PARDA;17;DESEMPREGADO;NI;ESPANCAMENTO;ADOLESCENTE;NOTURNO
HOMICIDIO;21:27;CIDADE DA ESPERANÇA;BAIRRO JARDIM AMERICA;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;21:02;FELIPE CAMARÃO;VIA PUBLICA;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;20:47;ROCAS;R DECIO FONSECA ;MASCULINO;NEGRA;21;MOTOBOY;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:00;NOSSA SRA DA APRESENTAÇÃO;R- SAO JOSE -JARDIM PROGRESSO-NATAL/RN;MASCULINO;BRANCA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;21:03;REDINHA;R MANOEL CAETANO;MASCULINO;NEGRA;23;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:27;NOSSA SRA DA APRESENTAÇÃO;R ARTESAO FARIAS Nº 410, LOT JOSE SARNEY;MASCULINO;BRANCA;24;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:47;PLANALTO;R SAO PATRIQUE Nº 13 (NO INETRIOR DO BAR DO ACONCHEGO);MASCULINO;PARDA;29;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;NOTURNO
HOMICIDIO;21:11;BOM PASTOR;NI;MASCULINO;NEGRA;29;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:00;GUARAPES;R FERRO CARDOSO S/N;MASCULINO;PARDA;29;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:11;QUINTAS;R DOS PEGAS;MASCULINO;PARDA;32;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;20:47;IGAPÓ;R SANTA LUZIA;MASCULINO;PARDA;39;TAXISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:03;LAGOA AZUL;R LUIZ MOURA ,LOT CIDADE PRAIA;MASCULINO;PARDA;44;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;20:30;REDINHA;R BEIRA RIO, PROX AO RIO DOCE;MASCULINO;NEGRA;57;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;20:51;SANTOS REIS;SANTOS REIS;MASCULINO;NEGRA;65;ADUANEIRO;SUPERIOR;ARMA DE FOGO;IDOSO;NOTURNO
HOMICIDIO;21:50;PAJUÇARA;TV SAO ABDENIS S/N;MASCULINO;BRANCA;21;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:27;QUINTAS;R MASCARENHA;MASCULINO;PARDA;24;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;21:42;ALECRIM;R OCIDENTAL DE BAIXO, PACO DA PATRIA;MASCULINO;NEGRA;28;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:12;PLANALTO;R SAO BRAULIO ;MASCULINO;PARDA;44;JARDINEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:05;FELIPE CAMARÃO;TV SANTA CLARA / FELIPE CAMARAO;MASCULINO;BRANCA;47;MECANICO(A);ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;22:51;CIDADE NOVA;IGNORADO ;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;23:02;IGAPÓ;R OLGA LUZIA S/N;MASCULINO;PARDA;17;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;23:21;MÃE LUÍZA;R PRES GONCALVES Nº 849;MASCULINO;NEGRA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NOTURNO
HOMICIDIO;23:26;PLANALTO;VIA PUBLICA;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:47;NOSSA SRA DA APRESENTAÇÃO;R JOSE LUIZ DA SILVA, VALE DOURADO;MASCULINO;BRANCA;20;MARCENEIRO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:21;LAGOA AZUL;R CENTRO DA LAGOA/ LOT. JOSE SARNEY;MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:47;LAGOA AZUL;R PONTAL DA MORTE;MASCULINO;PARDA;26;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:20;NOSSA SRA DA APRESENTAÇÃO;CJ JARDIM PROGRESSO NATAL RN;MASCULINO;BRANCA;27;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;OBJETO CONTUNDENTE;ADULTO;NOTURNO
HOMICIDIO;22:51;NOSSA SRA DA APRESENTAÇÃO;IGNORADO ;MASCULINO;BRANCA;27;SOLDADOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;23:21;POTENGI;NI;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;23:26;CIDADE ALTA;R RIBAMAR /;MASCULINO;BRANCA;29;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;22:44;QUINTAS;R JOSE VITORIANO DE MEDEIROS;MASCULINO;PARDA;32;CAPOTEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;23:02;NOSSA SRA DA APRESENTAÇÃO;R SAMPAIO CORREIA ;MASCULINO;BRANCA;34;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;ADULTO;NOTURNO
HOMICIDIO;22:51;NOSSA SRA DA APRESENTAÇÃO;R SAO JOSE ;MASCULINO;BRANCA;35;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;23:15;PAJUÇARA;R MOEMA TINOCO /;MASCULINO;PARDA;35;VIGILANTE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
LESAO CORPORAL SEGUIDA DE MORTE;22:51;MÃE LUÍZA;R ATALAIA;MASCULINO;PARDA;48;SERVIDOR PUBLICO;SUPERIOR;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:26;QUINTAS;R SAO GERALDO / NATAL RN;MASCULINO;PARDA;86;APOSENTADO(A);NI;ARMA DE FOGO;IDOSO;NOTURNO
HOMICIDIO;23:54;FELIPE CAMARÃO;R: FERREIRO VELHO ;MASCULINO;BRANCA;28;MOTOTAXISTA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:54;FELIPE CAMARÃO;R DA FE -FAVELA DO FIO;MASCULINO;BRANCA;34;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:30;FELIPE CAMARÃO;BAIRRO DE FELIPE CAMARAO / NATAL;MASCULINO;BRANCA;45;POLICIAL MILITAR;SUPERIOR;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;23:54;IGAPÓ;R FELIPE CAMARAO Nº 19;MASCULINO;PARDA;58;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NOTURNO
HOMICIDIO;NI;QUINTAS;TV BANDEIRANTES Nº 793;FEMININO;PARDA;6;MENOR SEM OCUPACAO;NI;ARMA BRANCA;CRIANÇA;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R ABMAEL FLORENCIO BERNARDO/TV LIBANES;MASCULINO;BRANCA;15;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PRAIA DO MEIO;R DO MOTOR ,POR TRAS DO HOTEL REIS MAGOS;MASCULINO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;POTENGI;R OITICICA Nº 152;MASCULINO;PARDA;15;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;LAGOA AZUL;R JOAO RODRIGUES DA SILVA ,LOTEAMENTO CAMARA CASCUDO;MASCULINO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;LAGOA AZUL;BR 101 , ENCONTRADO NO LIXAO;MASCULINO;PARDA;16;DESEMPREGADO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;PLANALTO;R: SANTO ONOFRE EM FRENTE AO Nº 18 PLANALTO;MASCULINO;PARDA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;CIDADE NOVA;R DANTAS BARRETO;MASCULINO;BRANCA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;QUINTAS;R RIO POTENGI;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;NORDESTE;TV TRANSMISSORES;MASCULINO;BRANCA;16;VENDEDOR DE LOJA;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;LAGOA AZUL;R ANTONIO FAUSTO DE OLIVEIRA;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;ALECRIM;R DOS CAICOS, PROXIMIDADES DO BAR DA RAQUEL;MASCULINO;NEGRA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;LAGOA NOVA;R SAO VICENTE;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;REDINHA;MANGUE PROXIMO AO LOT. JARDIM DAS FLORES/NATAL;FEMININO;PARDA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ASFIXIA MECANICA PROVOCADA;ADOLESCENTE;NI
HOMICIDIO;NI;QUINTAS;AV BERNANDO VIEIRA;MASCULINO;PARDA;16;MONTADOR DE MOVEIS;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PETRÓPOLIS;ESCADARIA QUE LIGA A R DO MOTOR AO HOSPITAL ONOFRE LOPES;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;CIDADE ALTA;VIA PUBLICA;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R SANTA VERONICA;MASCULINO;BRANCA;17;DESEMPREGADO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;IGAPÓ;2 TV SANTA LUZIA , VILA PARAISO;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;RIBEIRA;R DAS DONZELAS;MASCULINO;NEGRA;17;DESEMPREGADO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R MARIA JOSE LIRA , VALE DOURADO;MASCULINO;BRANCA;17;DESEMPREGADO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;TV VIVALDO PEREIRA DE ARAUJO , VILA PARAISO;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PLANALTO;VIA PUBLICA;MASCULINO;PARDA;17;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;CIDADE NOVA;R IVO FURTADO, Nº 469;MASCULINO;BRANCA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R MIRAMANGUE Nº: 0;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;LAGOA AZUL;R ANTONIO FAUSTO DE OLIVEIRA Nº 196;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R SANTA CRISTINA;MASCULINO;BRANCA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;FELIPE CAMARÃO;FAVELA DO FIO;MASCULINO;BRANCA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;LAGOA AZUL;R PASTORIL;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
LATROCINIO;NI;LAGOA AZUL;R VITAL BRASIL Nº 133 , LOTEAMENTO BOA ESPERANCA;MASCULINO;PARDA;17;AUXILIAR DE MARCENEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;LAGOA AZUL;R VALE DO SOL (GALPAO) ;MASCULINO;PARDA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
LATROCINIO;NI;MÃE LUÍZA;R JOAO XXIII;MASCULINO;NEGRA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;ADOLESCENTE;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;NOSSA SRA DA APRESENTAÇÃO;PROXIMO AO CONJUNTO PARQUE DOS COQUEIROS;MASCULINO;BRANCA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADOLESCENTE;NI
HOMICIDIO;NI;PETRÓPOLIS;R TEOFILO BRANDAO, EM FRENTE AO Nº 867;MASCULINO;PARDA;18;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;COMUNIDADE DO LENINGRADO;MASCULINO;PARDA;18;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;LAGOA AZUL;R PEAO Nº 906 , CJ NOVA NATAL;MASCULINO;PARDA;18;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PONTA NEGRA;R MORRO BRANCO;MASCULINO;PARDA;18;AUTONOMO(A);ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R JOANA ELIZIA FERNANDES , VALE DOURADO;MASCULINO;BRANCA;18;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R FRANCISCO CAMPOS;MASCULINO;BRANCA;18;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;IGAPÓ;R SANTA LUZIA Nº 1533 ,VILA PARAISO;MASCULINO;PARDA;18;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;AV JOAO HELIO ;MASCULINO;PARDA;18;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE ALTA;CAPITAO SILVEIRA BARRETO ;MASCULINO;BRANCA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;IGAPÓ;R BEIRA MAR , BEIRA RIO;MASCULINO;PARDA;18;NI;NI;ARMA DE FOGO;ADULTO;NI
LATROCINIO;NI;MÃE LUÍZA;R GUANABARA;MASCULINO;NEGRA;18;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;LAGOA AZUL;R BUMBA MEU BOI Nº 782;MASCULINO;PARDA;18;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;LAGOA AZUL;CONJUNTO GRAMORE/NATAL;MASCULINO;PARDA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;REDINHA;R SAO LUIZ ;MASCULINO;PARDA;19;BRACAL;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;R SANTA JULIA;MASCULINO;BRANCA;19;NI;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PRAIA DO MEIO;R DO MOTOR , PROXIMO AO CENTRO DE TURISMO;MASCULINO;PARDA;19;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PAJUÇARA;R BARRAGEM ARMANDO RIBEIRO Nº 09 , LOT. NOVA REPUBLICA;MASCULINO;BRANCA;19;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;REDINHA;R VITORINE , COMUNIDADE AFRICA;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;LAGOA AZUL;R CCAB SUL ,LOTEAMENTO JOSE SARNEY;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R FRANCISCO CAMPOS ;MASCULINO;BRANCA;19;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PETRÓPOLIS;AV NILO PECANHA;MASCULINO;PARDA;19;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;MÃE LUÍZA;R ALTO DA COLINA E A 5 TV JOAO XXIII;MASCULINO;NEGRA;19;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;ALECRIM;R DOS CAICOS , EM FRENTE AO Nº 1811;MASCULINO;NEGRA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;NOSSA SRA DA APRESENTAÇÃO;TV RECIFE;MASCULINO;BRANCA;19;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;CIDADE NOVA;R FRANCISCO VARELA Nº 111;MASCULINO;BRANCA;19;SEM PROFISSAO;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;TV MIRASOL;MASCULINO;BRANCA;19;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;BOM PASTOR;AV LIMA E SILVA ;MASCULINO;NEGRA;19;TECNICO EM REFRIGERACAO;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;CIDADE NOVA;AV INTERVENTOR MARIO CAMARA;MASCULINO;BRANCA;19;REPOSITOR DE ESTOQUE;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;LAGOA AZUL;TV DAS BROMELHAS Nº 79 , LOTEAMENTO JOSE SARNEY;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;NOSSA SRA DA APRESENTAÇÃO;R ABIMAEL FLORENCIO ;MASCULINO;BRANCA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R OPARACATI Nº 1959;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;ADULTO;NI
LATROCINIO;NI;POTENGI;AV GUARARAPES;MASCULINO;PARDA;20;MILITAR DO EXERCITO;SUPERIOR;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;CIDADE DA ESPERANÇA;QUADRA DE ESPORTE;MASCULINO;BRANCA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;PRAIA DO MEIO;AV PRES CAFE FILHO;MASCULINO;PARDA;20;GARCOM;ENSINO MEDIO COMPLETO;ARMA DE FOGO;ADULTO;NI
LESAO CORPORAL SEGUIDA DE MORTE;NI;SANTOS REIS;R DA LIBERDADE Nº 10;MASCULINO;NEGRA;20;NI;NI;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;FELIPE CAMARÃO;R GOV. AUGUSTO DE SOUZA;MASCULINO;BRANCA;20;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
HOMICIDIO;NI;PLANALTO;R PARACATI;MASCULINO;PARDA;20;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;ADULTO;NI
