BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
PAJUÇARA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_B;nov;SEM3;qua;ADU;NOT;Norte
CIDADE NOVA;MASC;PAR;DESEMPREGADO;NI_ESC;AMP;nov;SEM4;sáb;ADU;MAD;Oeste
REDINHA;MASC;PAR;AUTONOMO;NI_ESC;ARMA_F;nov;SEM1;qui;ADU;NI_TUR;Norte
FELIPE CAMARÃO;MASC;PAR;VIGILANTE;EMC;ARMA_F;nov;SEM4;ter;ADU;MAD;Oeste
PITIMBU;MASC;PAR;EMPRESARIO;NI_ESC;ARMA_F;nov;SEM5;ter;ADU;NOT;Sul
FELIPE CAMARÃO;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;out;SEM5;ter;ADO;NOT;Oeste
PAJUÇARA;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;out;SEM4;seg;ADO;NOT;Norte
POTENGI;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;out;SEM2;sáb;ADO;MAT;Norte
BOM PASTOR;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM3;qua;ADU;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;MECANICO(A);EMC;ARMA_F;out;SEM1;sáb;ADU;MAT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;out;SEM5;sáb;ADU;VES;Norte
PETRÓPOLIS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM3;ter;ADU;MAT;Norte
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM6;dom;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;out;SEM3;dom;ADU;NI_TUR;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;out;SEM5;sáb;ADU;MAT;Norte
PAJUÇARA;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;out;SEM4;seg;ADU;VES;Norte
ALECRIM;MASC;PAR;TAXISTA;EMC;ARMA_F;out;SEM2;sáb;ADU;NOT;Norte
FELIPE CAMARÃO;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;out;SEM2;qua;ADU;NOT;Oeste
LAGOA AZUL;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;out;SEM5;dom;ADU;VES;Norte
NOSSA SENHORA DE NAZARÉ;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_B;out;SEM4;sex;ADU;VES;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;out;SEM2;sáb;ADU;VES;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;out;SEM6;seg;ADU;MAT;Norte
CANDELÁRIA;MASC;PAR;ESTUDANTE C;EMC;ARMA_F;out;SEM2;seg;ADU;MAD;Sul
CIDADE NOVA;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;out;SEM4;qua;ADU;NOT;Oeste
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM1;sáb;ADU;NOT;Oeste
QUINTAS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM5;seg;ADU;VES;Oeste
LAGOA AZUL;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM4;seg;ADU;NI_TUR;Norte
BOM PASTOR;MASC;NI_ETN;NI_PROF;NI_ESC;ARMA_F;out;SEM5;dom;ADU;NOT;Oeste
LAGOA AZUL;MASC;PAR;PEDREIRO;EFC;ARMA_F;out;SEM2;qui;ADU;NI_TUR;Norte
PAJUÇARA;MASC;PAR;ASG;EFC;ARMA_F;out;SEM2;dom;ADU;VES;Norte
PLANALTO;FEM;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM3;sáb;ADU;NOT;Oeste
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM5;ter;ADU;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;out;SEM2;ter;ADU;NI_TUR;Oeste
POTENGI;MASC;PAR;TECNICO EM REFRIGERAÇÃO;NI_ESC;ARMA_F;out;SEM3;sex;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;COMERCIANTE;EMC;ARMA_F;out;SEM5;seg;ADU;VES;Norte
PLANALTO;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;out;SEM2;qui;ADU;NOT;Oeste
PONTA NEGRA;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;out;SEM2;sex;ADU;NOT;Sul
FELIPE CAMARÃO;MASC;PAR;DESOCUPADO(A);NI_ESC;ARMA_F;out;SEM5;sáb;ADU;MAT;Oeste
NOVA DESCOBERTA;MASC;PAR;PINTOR;EFC;ARMA_F;out;SEM2;sex;ADU;NOT;Sul
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;ARTESAO;SUP;ARMA_F;out;SEM5;sáb;ADU;MAD;Norte
NOSSA SENHORA DE NAZARÉ;MASC;PAR;CARROCEIRO;EFC;ARMA_F;out;SEM3;seg;ADU;MAT;Oeste
ROCAS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;out;SEM4;qua;ADU;NOT;Norte
PONTA NEGRA;MASC;PAR;AMBULANTE;EFC;ARMA_F;out;SEM3;dom;ADU;VES;Sul
FELIPE CAMARÃO;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;out;SEM6;seg;ADU;MAT;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;out;SEM2;sáb;ADU;MAT;Norte
CIDADE ALTA;MASC;PAR;AUTONOMO(A);EFC;ARMA_F /ARMA_B;out;SEM3;qui;ADU;MAD;Norte
PAJUÇARA;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;out;SEM5;seg;ADU;MAT;Norte
FELIPE CAMARÃO;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;set;SEM5;ter;ADO;NOT;Oeste
IGAPÓ;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM2;seg;ADO;NOT;Norte
QUINTAS;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;set;SEM2;sex;ADU;NOT;Oeste
GUARAPES;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM2;sáb;ADU;MAD;Oeste
BOM PASTOR;MASC;PAR;COZINHEIRO(A);EMC;ARMA_F;set;SEM3;seg;ADU;NOT;Oeste
CIDADE NOVA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM4;dom;ADU;NOT;Oeste
CIDADE NOVA;MASC;PAR;AUX. TOPOGRAFIA;NI_ESC;ARMA_F;set;SEM5;qua;ADU;VES;Oeste
ALECRIM;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM3;qua;ADU;NOT;Norte
LAGOA AZUL;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;set;SEM2;dom;ADU;MAT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_B;set;SEM4;sex;ADU;NOT;Norte
POTENGI;MASC;PAR;GARCOM;EMC;ARMA_F;set;SEM4;sáb;ADU;NOT;Norte
PAJUÇARA;MASC;PAR;APOSENTADO(A);NI_ESC;ARMA_F;set;SEM3;dom;ADU;NOT;Norte
LAGOA SECA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM2;sáb;ADU;MAD;Norte
PAJUÇARA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM1;qui;ADU;VES;Norte
PLANALTO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM3;seg;ADU;NOT;Oeste
POTENGI;MASC;PAR;GARÇON;NI_ESC;ARMA_F;set;SEM3;qua;ADU;NOT;Norte
CIDADE DA ESPERANÇA;MASC;BRA;GARCOM;EMC;ARMA_F;set;SEM5;dom;ADU;MAD;Oeste
CIDADE DA ESPERANÇA;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM2;qui;ADU;VES;Oeste
IGAPÓ;MASC;PAR;COMERCIANTE;EMC;ARMA_F;set;SEM2;seg;ADU;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM3;dom;ADU;NOT;Norte
CIDADE NOVA;MASC;PAR;AUTONOMO(A);EFC;ARMA_F;set;SEM3;seg;ADU;MAT;Oeste
NEÓPOLIS;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;set;SEM3;sáb;ADU;VES;Sul
PAJUÇARA;MASC;PAR;SERVENTE DE OBRAS;EFC;ARMA_F;set;SEM3;sex;ADU;VES;Norte
CIDADE NOVA;MASC;PAR;NI_PROF;NI_ESC;AMP;set;SEM2;sáb;ADU;VES;Oeste
NOSSA SRA DA APRESENTAÇÃO;MASC;PAR;SEM PROFISSAO;NI_ESC;ESPANC;set;SEM4;qua;ADU;VES;Norte
QUINTAS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM5;qui;ADU;NOT;Oeste
LAGOA AZUL;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM4;ter;ADU;MAT;Norte
PAJUÇARA;MASC;PAR;ESTOQUISTA;EMC;ESPANC;set;SEM3;qui;ADU;MAD;Norte
PLANALTO;MASC;PAR;MECANICO(A);EMC;PEDRA;set;SEM4;dom;ADU;NOT;Oeste
CIDADE ALTA;MASC;PAR;PESCADOR;NI_ESC;ARMA_F;set;SEM5;qui;ADU;NI;Norte
POTENGI;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;set;SEM1;qui;ADU;MAT;Norte
ROCAS;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;set;SEM3;ter;ADU;MAT;Norte
