BAIRRO DA OCORRENCIA;GENERO;ETNIA;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;MES;SEMANA;DIA DA SEMANA;FAIXA;TURNO;ZONA
CANDELÁRIA;MASC;NEG;DESEMPREGADO;NI_ESC;ARMA_F;fev;SEM2;qui;fev;MAT;Sul
CIDADE NOVA;MASC;NEG;SERRALHEIRO;EMC;ARMA_B;fev;SEM3;dom;fev;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;ENGENHEIRO TEXTIL;SUP;ARMA_B;set;SEM4;sex;set;MAT;Oeste
GUARAPES;MASC;PAR;PESCADOR;NI_ESC;ARMA_F;fev;SEM4;qua;fev;MAT;Oeste
CIDADE NOVA;MASC;PAR;POLICIAL MILITAR;SUP;ARMA_F;nov;SEM2;sáb;nov;VES;Oeste
FELIPE CAMARÃO;MASC;PAR;ENTREGADOR DE GAS;EFC;ARMA_F;nov;SEM3;ter;nov;MAT;Oeste
FELIPE CAMARÃO;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;mai;SEM5;qua;mai;NOT;Oeste
POTENGI;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;out;SEM4;ter;out;NOT;Norte
POTENGI;MASC;NEG;DETENTO;NI_ESC;AMP;out;SEM2;sáb;out;NOT;Norte
TIROL;MASC;PAR;PEDREIRO;EFC;ARMA_F;mai;SEM3;seg;mai;MAD;Leste
BOM PASTOR;MASC;BRA;VENDEDOR DE CARROS;EMC;ARMA_F;jun;SEM2;ter;jun;MAT;Oeste
LAGOA AZUL;MASC;NEG;DESOCUPADO(A);NI_ESC;ARMA_F;mar;SEM2;sex;mar;NI_TUR;Norte
NOSSA SENHORA DE NAZARÉ;MASC;BRA;EMPRESARIO(A);SUP;ARMA_F;abr;SEM3;ter;abr;NOT;Oeste
PONTA NEGRA;MASC;PAR;FUNCIONARIO PUBLICO;SUP;ARMA_F;ago;SEM2;sáb;ago;NOT;Sul
POTENGI;FEM;PAR;DO LAR;EFC;ARMA_F;nov;SEM3;qua;nov;NOT;Norte
MÃE LUÍZA;MASC;PAR;ARTESAO;SUP;ARMA_F;dez;SEM5;dom;dez;MAT;Leste
PAJUÇARA;MASC;NEG;APOSENTADO(A);NI_ESC;ARMA_B;jul;SEM4;dom;jul;MAD;Norte
FELIPE CAMARÃO;MASC;PAR;VIGILANTE;EMC;ARMA_F;jul;SEM2;seg;jul;NOT;Oeste
IGAPÓ;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;mar;SEM2;seg;mar;VES;Norte
IGAPÓ;MASC;PAR;ENFERMEIRO(A);SUP;ARMA_F;abr;SEM4;sáb;abr;NOT;Norte
POTENGI;MASC;PAR;DESEMPREGADO;NI_ESC;ARMA_F;jul;SEM4;sex;jul;VES;Norte
REDINHA;MASC;PAR;DESEMPREGADO;NI_ESC;ESPANC;jul;SEM1;sáb;jul;VES;Norte
REDINHA;MASC;PAR;CONTADOR;SUP;ARMA_F;fev;SEM4;qui;fev;NOT;Norte
PAJUÇARA;MASC;PAR;BORRACHEIRO;EFC;ARMA_B;nov;SEM5;dom;nov;NOT;Norte
POTENGI;MASC;NEG;PEDREIRO;EFC;ARMA_B;ago;SEM5;sáb;ago;NI_TUR;Norte
NEÓPOLIS;MASC;NEG;PEDREIRO;EFC;ARMA_B;mar;SEM3;seg;mar;MAD;Sul
PLANALTO;MASC;BRA;PORTEIRO;EMC;ARMA_F;abr;SEM4;seg;abr;NOT;Oeste
PAJUÇARA;MASC;PAR;PEDREIRO;EFC;ARMA_F;nov;SEM4;dom;nov;VES;Norte
CIDADE DA ESPERANÇA;MASC;BRA;APOSENTADO(A);NI_ESC;AMP;abr;SEM1;sex;abr;NOT;Oeste
FELIPE CAMARÃO;MASC;PAR;SOLDADOR;EFC;ARMA_B;mai;SEM2;sex;mai;NOT;Oeste
GUARAPES;MASC;PAR;BISCATEIRO;EFC;ARMA_B;ago;SEM5;sáb;ago;NOT;Oeste
IGAPÓ;MASC;PAR;GUARDA DE TRANSITO;EMC;ARMA_F;fev;SEM4;dom;fev;NI_TUR;Norte
LAGOA AZUL;MASC;BRA;POLICIAL MILITAR;SUP;ARMA_F;out;SEM5;sáb;out;NOT;Norte
LAGOA AZUL;MASC;PAR;SEM PROFISSAO;NI_ESC;ARMA_F;nov;SEM3;qua;nov;MAD;Norte
ALECRIM;FEM;PAR;DO LAR;EFC;ARMA_F;jul;SEM3;qui;jul;MAT;Leste
IGAPÓ;FEM;BRA;PROPRIETARIO DE LOJAS;SUP;ARMA_F;jul;SEM5;dom;jul;NOT;Norte
NOSSA SRA DA APRESENTAÇÃO;MASC;BRA;COMERCIANTE;EMC;ARMA_F;fev;SEM3;qui;fev;NOT;Norte
NOVA DESCOBERTA;MASC;PAR;EX DETENTO DESOCUPADO;NI_ESC;ARMA_F;set;SEM2;sex;set;VES;Sul
QUINTAS;MASC;PAR;VENDEDOR AUTONOMO;EFC;ARMA_F;jan;SEM2;qui;jan;NI_TUR;Oeste
QUINTAS;MASC;PAR;PROPRIETARIO DE LOJAS;SUP;ARMA_F;nov;SEM1;seg;nov;VES;Oeste
SANTOS REIS;MASC;PAR;NI_PROF;NI_ESC;ARMA_F;nov;SEM5;seg;nov;MAT;Leste
QUINTAS;MASC;NEG;SERVENTE DE OBRAS;EFC;ARMA_F;mai;SEM2;sáb;mai;MAT;Oeste
LAGOA SECA;MASC;NEG;APOSENTADO(A);NI_ESC;ARMA_B;mar;SEM4;seg;mar;NOT;Leste
NI_BAIRRO;MASC;PAR;AGRICULTOR(A);EFC;ESPANC;nov;SEM1;ter;nov;NOT;NI_ZONA
PONTA NEGRA;MASC;PAR;PESCADOR;NI_ESC;ARMA_F;jun;SEM4;qui;jun;NOT;Sul
PITIMBU;MASC;NEG;NI_PROF;NI_ESC;ARMA_F;jun;SEM3;dom;jun;MAT;Sul
POTENGI;MASC;PAR;APOSENTADO(A);NI_ESC;ARMA_B;mar;SEM4;seg;mar;NOT;Norte
CANDELÁRIA;MASC;BRA;MOTORISTA;EMC;ARMA_F;jan;SEM2;dom;jan;MAT;Sul
ROCAS;MASC;PAR;APOSENTADO(A);NI_ESC;ARMA_B;abr;SEM2;seg;abr;MAD;Leste
TIROL;FEM;BRA;APOSENTADO(A);NI_ESC;CARBO;set;SEM5;seg;set;VES;Leste
LAGOA AZUL;FEM;PAR;DO LAR;EFC;ARMA_F;mai;SEM2;qua;mai;NOT;Norte
